year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,2,26,1814,1820,-6,2050,2150,-60,AA,119,N3FAAA,EWR,LAX,313,2454,18,20,2013-02-26T23:00:00Z
2013,2,28,1558,1600,-2,1720,1739,-19,UA,687,N438UA,LGA,ORD,116,733,16,0,2013-02-28T21:00:00Z
2013,3,1,712,715,-3,1041,1045,-4,AA,443,N5ELAA,JFK,MIA,177,1089,7,15,2013-03-01T12:00:00Z
2013,3,1,1237,1240,-3,1429,1446,-17,DL,1131,N370NB,LGA,DTW,88,502,12,40,2013-03-01T17:00:00Z
2013,3,2,559,604,-5,853,935,-42,UA,421,N438UA,EWR,SFO,330,2565,6,4,2013-03-02T11:00:00Z
2013,3,2,1010,1015,-5,1244,1340,-56,US,75,N652AW,EWR,PHX,261,2133,10,15,2013-03-02T15:00:00Z
2013,3,2,1125,1130,-5,1301,1306,-5,EV,4978,N398CA,LGA,BGR,60,378,11,30,2013-03-02T16:00:00Z
2013,3,2,1558,1605,-7,1834,1847,-13,EV,5241,N398CA,LGA,JAX,134,833,16,5,2013-03-02T21:00:00Z
2013,3,3,938,940,-2,1055,1110,-15,EV,4948,N398CA,LGA,PWM,49,269,9,40,2013-03-03T14:00:00Z
2013,3,3,1410,1415,-5,1540,1607,-27,EV,4983,N398CA,LGA,GSO,64,461,14,15,2013-03-03T19:00:00Z
2013,3,3,2022,2000,22,2152,2150,2,EV,5038,N398CA,LGA,BHM,113,866,20,0,2013-03-04T01:00:00Z
2013,3,4,1134,1120,14,1308,1302,6,EV,5273,N398CA,LGA,PIT,54,335,11,20,2013-03-04T16:00:00Z
2013,3,5,1016,1015,1,1331,1340,-9,US,75,N652AW,EWR,PHX,301,2133,10,15,2013-03-05T15:00:00Z
2013,3,6,607,610,-3,856,910,-14,AA,1895,N5ELAA,EWR,MIA,150,1085,6,10,2013-03-06T11:00:00Z
2013,3,6,723,630,53,1029,1019,10,US,654,N652AW,JFK,PHX,279,2153,6,30,2013-03-06T11:00:00Z
2013,3,7,611,610,1,846,910,-24,AA,1895,N5ELAA,EWR,MIA,138,1085,6,10,2013-03-07T11:00:00Z
2013,3,8,608,610,-2,946,941,5,UA,421,N438UA,EWR,SFO,346,2565,6,10,2013-03-08T11:00:00Z
2013,3,9,1105,1015,50,1353,1325,28,EV,5485,N398CA,LGA,PBI,136,1035,10,15,2013-03-09T15:00:00Z
2013,3,10,556,600,-4,801,805,-4,EV,5020,N398CA,LGA,MEM,137,963,6,0,2013-03-10T10:00:00Z
2013,3,10,1013,1015,-2,1201,1240,-39,US,75,N652AW,EWR,PHX,271,2133,10,15,2013-03-10T14:00:00Z
2013,3,11,553,600,-7,712,733,-21,UA,997,N438UA,LGA,ORD,118,733,6,0,2013-03-11T10:00:00Z
2013,3,11,557,600,-3,813,805,8,EV,5020,N398CA,LGA,MEM,149,963,6,0,2013-03-11T10:00:00Z
2013,3,11,1014,1015,-1,1214,1240,-26,US,75,N652AW,EWR,PHX,283,2133,10,15,2013-03-11T14:00:00Z
2013,3,16,956,959,-3,1240,1233,7,US,450,N652AW,JFK,PHX,314,2153,9,59,2013-03-16T13:00:00Z
2013,3,16,1117,1110,7,1329,1325,4,EV,5500,N398CA,LGA,DTW,93,502,11,10,2013-03-16T15:00:00Z
2013,3,16,1135,1140,-5,1434,1445,-11,AA,1623,N3FAAA,EWR,MIA,154,1085,11,40,2013-03-16T15:00:00Z
2013,3,16,1330,1330,0,1451,1505,-14,WN,700,N259WN,LGA,MKE,123,738,13,30,2013-03-16T17:00:00Z
2013,3,18,608,600,8,719,659,20,US,2161,N703UW,LGA,DCA,47,214,6,0,2013-03-18T10:00:00Z
2013,3,18,628,630,-2,919,919,0,US,654,N652AW,JFK,PHX,308,2153,6,30,2013-03-18T10:00:00Z
2013,3,18,957,1000,-3,1126,1121,5,US,2169,N703UW,LGA,DCA,45,214,10,0,2013-03-18T14:00:00Z
2013,3,18,1151,1140,11,1448,1445,3,AA,1623,N3FAAA,EWR,MIA,152,1085,11,40,2013-03-18T15:00:00Z
2013,3,18,1320,1300,20,1551,1521,30,EV,4950,N398CA,EWR,ATL,121,746,13,0,2013-03-18T17:00:00Z
2013,3,18,1859,1855,4,2114,2043,31,DL,1129,N370NB,LGA,PIT,65,335,18,55,2013-03-18T22:00:00Z
2013,3,19,857,900,-3,1225,1216,9,DL,874,N370NB,LGA,MIA,165,1096,9,0,2013-03-19T13:00:00Z
2013,3,19,1656,1645,11,1926,1850,36,DL,1473,N370NB,LGA,MEM,147,963,16,45,2013-03-19T20:00:00Z
2013,3,20,827,815,12,1020,1015,5,US,675,N652AW,EWR,CLT,96,529,8,15,2013-03-20T12:00:00Z
2013,3,20,1347,1350,-3,1556,1615,-19,US,186,N652AW,EWR,PHX,290,2133,13,50,2013-03-20T17:00:00Z
2013,3,21,631,615,16,832,820,12,US,829,N703UW,JFK,CLT,92,541,6,15,2013-03-21T10:00:00Z
2013,3,21,1131,1135,-4,1453,1447,6,DL,1552,N370NB,LGA,RSW,162,1080,11,35,2013-03-21T15:00:00Z
2013,3,21,1930,1929,1,2245,2247,-2,DL,1433,N370NB,LGA,RSW,156,1080,19,29,2013-03-21T23:00:00Z
2013,3,22,1054,1100,-6,1246,1305,-19,DL,1573,N370NB,LGA,MEM,146,963,11,0,2013-03-22T15:00:00Z
2013,3,22,1617,1605,12,1758,1750,8,EV,5486,N398CA,LGA,PIT,55,335,16,5,2013-03-22T20:00:00Z
2013,3,22,2039,1820,139,2359,2150,129,AA,119,N3FAAA,EWR,LAX,350,2454,18,20,2013-03-22T22:00:00Z
2013,3,23,856,900,-4,957,1023,-26,US,2167,N703UW,LGA,DCA,41,214,9,0,2013-03-23T13:00:00Z
2013,3,23,1716,1720,-4,1910,1915,-5,AA,1351,N3FAAA,JFK,ORD,128,740,17,20,2013-03-23T21:00:00Z
2013,3,24,800,809,-9,1141,1147,-6,UA,334,N438UA,EWR,SFO,354,2565,8,9,2013-03-24T12:00:00Z
2013,3,25,1157,1200,-3,1408,1400,8,US,1443,N703UW,JFK,CLT,92,541,12,0,2013-03-25T16:00:00Z
2013,3,25,2124,1929,115,2328,2157,91,EV,5181,N398CA,EWR,ATL,106,746,19,29,2013-03-25T23:00:00Z
2013,3,26,1017,1015,2,1227,1240,-13,US,75,N652AW,EWR,PHX,288,2133,10,15,2013-03-26T14:00:00Z
2013,3,26,1321,1330,-9,1626,1640,-14,AA,753,N3FAAA,LGA,DFW,199,1389,13,30,2013-03-26T17:00:00Z
2013,3,27,555,600,-5,713,745,-32,AA,301,N3FAAA,LGA,ORD,113,733,6,0,2013-03-27T10:00:00Z
2013,3,28,607,615,-8,744,818,-34,EV,4901,N398CA,EWR,MSP,140,1008,6,15,2013-03-28T10:00:00Z
2013,3,28,1559,1605,-6,1725,1750,-25,EV,5486,N398CA,LGA,PIT,51,335,16,5,2013-03-28T20:00:00Z
2013,3,29,846,854,-8,1019,1043,-24,UA,649,N438UA,EWR,CLE,61,404,8,54,2013-03-29T12:00:00Z
2013,3,29,853,900,-7,1010,1022,-12,US,2167,N703UW,LGA,DCA,45,214,9,0,2013-03-29T13:00:00Z
2013,3,29,1133,1135,-2,1440,1447,-7,DL,1552,N370NB,LGA,RSW,157,1080,11,35,2013-03-29T15:00:00Z
2013,3,29,1251,1300,-9,1358,1407,-9,US,2175,N703UW,LGA,DCA,45,214,13,0,2013-03-29T17:00:00Z
2013,3,29,1659,1700,-1,1811,1817,-6,US,2183,N703UW,LGA,DCA,48,214,17,0,2013-03-29T21:00:00Z
2013,3,29,1924,1929,-5,2224,2247,-23,DL,1433,N370NB,LGA,RSW,153,1080,19,29,2013-03-29T23:00:00Z
2013,3,29,2015,2015,0,2122,2130,-8,AA,1762,N3FAAA,JFK,BOS,36,187,20,15,2013-03-30T00:00:00Z
2013,3,29,2048,2100,-12,2158,2215,-17,US,2191,N703UW,LGA,DCA,43,214,21,0,2013-03-30T01:00:00Z
2013,3,30,1254,1115,99,1522,1413,69,DL,1875,N370NB,LGA,TPA,135,1010,11,15,2013-03-30T15:00:00Z
2013,3,31,627,630,-3,837,913,-36,US,654,N652AW,JFK,PHX,291,2153,6,30,2013-03-31T10:00:00Z
2013,3,31,1101,1110,-9,1309,1315,-6,DL,1031,N370NB,LGA,DTW,95,502,11,10,2013-03-31T15:00:00Z
2013,4,1,NA,1125,NA,NA,1327,NA,EV,5277,N398CA,EWR,MSP,NA,1008,11,25,2013-04-01T15:00:00Z
2013,4,2,2130,2040,50,2253,2200,53,MQ,4449,N813MQ,JFK,DCA,51,213,20,40,2013-04-03T00:00:00Z
2013,4,3,624,630,-6,925,913,12,US,654,N652AW,JFK,PHX,311,2153,6,30,2013-04-03T10:00:00Z
2013,4,3,729,731,-2,855,908,-13,UA,719,N438UA,EWR,ORD,115,719,7,31,2013-04-03T11:00:00Z
2013,4,3,1203,1205,-2,1351,1345,6,WN,1791,N259WN,EWR,STL,143,872,12,5,2013-04-03T16:00:00Z
2013,4,3,1655,1700,-5,1816,1830,-14,MQ,4410,N813MQ,JFK,DCA,53,213,17,0,2013-04-03T21:00:00Z
2013,4,4,657,655,2,802,825,-23,WN,3048,N259WN,LGA,MKE,110,738,6,55,2013-04-04T10:00:00Z
2013,4,4,818,829,-11,1042,1034,8,MQ,4478,N813MQ,LGA,DTW,89,502,8,29,2013-04-04T12:00:00Z
2013,4,4,1233,1235,-2,1446,1505,-19,WN,3209,N259WN,LGA,DEN,225,1620,12,35,2013-04-04T16:00:00Z
2013,4,4,1337,1345,-8,1514,1530,-16,MQ,4491,N813MQ,LGA,CLE,73,419,13,45,2013-04-04T17:00:00Z
2013,4,4,1727,1730,-3,1938,1919,19,US,449,N652AW,EWR,CLT,93,529,17,30,2013-04-04T21:00:00Z
2013,4,4,1823,1830,-7,1958,1955,3,MQ,4484,N813MQ,LGA,BNA,129,764,18,30,2013-04-04T22:00:00Z
2013,4,5,839,845,-6,1055,1047,8,US,1429,N703UW,LGA,CLT,96,544,8,45,2013-04-05T12:00:00Z
2013,4,5,1118,1100,18,1306,1245,21,MQ,4471,N813MQ,LGA,RDU,81,431,11,0,2013-04-05T15:00:00Z
2013,4,7,1204,1210,-6,1352,1355,-3,MQ,4431,N813MQ,LGA,RDU,69,431,12,10,2013-04-07T16:00:00Z
2013,4,7,1629,1629,0,1805,1814,-9,MQ,4415,N813MQ,LGA,RDU,73,431,16,29,2013-04-07T20:00:00Z
2013,4,8,603,605,-2,735,735,0,MQ,4518,N813MQ,LGA,RDU,68,431,6,5,2013-04-08T10:00:00Z
2013,4,8,1451,1454,-3,1722,1747,-25,UA,698,N438UA,EWR,MCO,129,937,14,54,2013-04-08T18:00:00Z
2013,4,8,1519,1525,-6,1649,1715,-26,MQ,4447,N813MQ,LGA,RDU,70,431,15,25,2013-04-08T19:00:00Z
2013,4,9,557,605,-8,752,800,-8,MQ,4401,N813MQ,LGA,DTW,91,502,6,5,2013-04-09T10:00:00Z
2013,4,9,653,655,-2,937,935,2,AA,1815,N5ELAA,JFK,MCO,134,944,6,55,2013-04-09T10:00:00Z
2013,4,9,756,800,-4,1003,1024,-21,DL,689,N370NB,LGA,MSY,161,1183,8,0,2013-04-09T12:00:00Z
2013,4,9,1053,1100,-7,1224,1245,-21,MQ,4471,N813MQ,LGA,RDU,68,431,11,0,2013-04-09T15:00:00Z
2013,4,9,1400,1359,1,1652,1714,-22,AA,677,N5ELAA,JFK,MIA,144,1089,13,59,2013-04-09T17:00:00Z
2013,4,9,1546,1548,-2,1746,1820,-34,DL,1705,N370NB,LGA,MSY,162,1183,15,48,2013-04-09T19:00:00Z
2013,4,9,1659,1700,-1,1847,1830,17,MQ,4410,N813MQ,JFK,DCA,52,213,17,0,2013-04-09T21:00:00Z
2013,4,10,554,600,-6,756,800,-4,DL,731,N370NB,LGA,DTW,103,502,6,0,2013-04-10T10:00:00Z
2013,4,10,1058,1103,-5,1350,1412,-22,UA,500,N438UA,EWR,LAX,328,2454,11,3,2013-04-10T15:00:00Z
2013,4,10,1137,1140,-3,1454,1455,-1,AA,2099,N3FAAA,LGA,MIA,151,1096,11,40,2013-04-10T15:00:00Z
2013,4,10,1446,1450,-4,1614,1635,-21,MQ,4403,N813MQ,JFK,RDU,67,427,14,50,2013-04-10T18:00:00Z
2013,4,10,NA,2005,NA,NA,2200,NA,MQ,4555,N813MQ,LGA,CMH,NA,479,20,5,2013-04-11T00:00:00Z
2013,4,11,640,641,-1,901,915,-14,UA,848,N438UA,EWR,PHX,301,2133,6,41,2013-04-11T10:00:00Z
2013,4,11,756,800,-4,1002,1024,-22,DL,689,N370NB,LGA,MSY,163,1183,8,0,2013-04-11T12:00:00Z
2013,4,11,850,850,0,1019,1025,-6,MQ,4406,N813MQ,JFK,RDU,65,427,8,50,2013-04-11T12:00:00Z
2013,4,11,953,959,-6,1155,1200,-5,US,1277,N703UW,LGA,CLT,86,544,9,59,2013-04-11T13:00:00Z
2013,4,11,1255,1300,-5,1433,1435,-2,MQ,4404,N813MQ,JFK,RDU,69,427,13,0,2013-04-11T17:00:00Z
2013,4,11,1730,1730,0,2055,2059,-4,DL,1459,N370NB,JFK,SAT,231,1587,17,30,2013-04-11T21:00:00Z
2013,4,12,925,755,90,1145,910,155,MQ,4418,N813MQ,JFK,DCA,97,213,7,55,2013-04-12T11:00:00Z
2013,4,12,2244,2019,145,138,2325,133,UA,205,N438UA,EWR,AUS,216,1504,20,19,2013-04-13T00:00:00Z
2013,4,12,NA,1155,NA,NA,1310,NA,MQ,4425,N813MQ,JFK,DCA,NA,213,11,55,2013-04-12T15:00:00Z
2013,4,13,551,600,-9,901,850,11,AA,707,N3FAAA,LGA,DFW,229,1389,6,0,2013-04-13T10:00:00Z
2013,4,13,825,825,0,1022,1026,-4,US,487,N652AW,JFK,CLT,95,541,8,25,2013-04-13T12:00:00Z
2013,4,13,1144,1135,9,1346,1341,5,DL,2219,N370NB,LGA,MSP,145,1020,11,35,2013-04-13T15:00:00Z
2013,4,13,1304,1155,69,1423,1310,73,MQ,4425,N813MQ,JFK,DCA,55,213,11,55,2013-04-13T15:00:00Z
2013,4,13,1546,1550,-4,1835,1900,-25,AA,763,N3FAAA,LGA,DFW,210,1389,15,50,2013-04-13T19:00:00Z
2013,4,13,1902,1859,3,2037,2054,-17,DL,705,N370NB,JFK,PIT,69,340,18,59,2013-04-13T22:00:00Z
2013,4,14,1656,1700,-4,1826,1830,-4,MQ,4410,N813MQ,JFK,DCA,50,213,17,0,2013-04-14T21:00:00Z
2013,4,15,721,725,-4,1057,1057,0,UA,390,N438UA,EWR,SFO,368,2565,7,25,2013-04-15T11:00:00Z
2013,4,15,753,759,-6,1049,1109,-20,AA,2267,N3FAAA,LGA,MIA,160,1096,7,59,2013-04-15T11:00:00Z
2013,4,15,913,850,23,1053,1025,28,MQ,4406,N813MQ,JFK,RDU,75,427,8,50,2013-04-15T12:00:00Z
2013,4,15,1330,1300,30,1501,1435,26,MQ,4404,N813MQ,JFK,RDU,71,427,13,0,2013-04-15T17:00:00Z
2013,4,15,1600,1600,0,1902,1925,-23,AA,1467,N3FAAA,LGA,MIA,147,1096,16,0,2013-04-15T20:00:00Z
2013,4,16,600,600,0,926,903,23,UA,987,N438UA,EWR,LAX,352,2454,6,0,2013-04-16T10:00:00Z
2013,4,16,644,650,-6,938,945,-7,AA,711,N3FAAA,LGA,DFW,200,1389,6,50,2013-04-16T10:00:00Z
2013,4,16,750,755,-5,859,910,-11,MQ,4418,N813MQ,JFK,DCA,42,213,7,55,2013-04-16T11:00:00Z
2013,4,16,1205,1155,10,1312,1310,2,MQ,4425,N813MQ,JFK,DCA,51,213,11,55,2013-04-16T15:00:00Z
2013,4,16,1756,1550,126,2035,1900,95,AA,763,N3FAAA,LGA,DFW,199,1389,15,50,2013-04-16T19:00:00Z
2013,4,16,NA,1345,NA,NA,1700,NA,AA,1073,N3FAAA,LGA,MIA,NA,1096,13,45,2013-04-16T17:00:00Z
2013,4,18,2100,1935,85,2359,2256,63,DL,1433,N370NB,LGA,RSW,153,1080,19,35,2013-04-18T23:00:00Z
2013,4,18,2132,1729,243,52,2022,270,UA,745,N438UA,EWR,IAH,209,1400,17,29,2013-04-18T21:00:00Z
2013,4,19,1314,1245,29,1518,1445,33,DL,1131,N370NB,LGA,DTW,85,502,12,45,2013-04-19T16:00:00Z
2013,4,21,624,625,-1,909,925,-16,WN,1794,N259WN,EWR,HOU,212,1411,6,25,2013-04-21T10:00:00Z
2013,4,21,629,615,14,836,810,26,US,1657,N703UW,JFK,CLT,89,541,6,15,2013-04-21T10:00:00Z
2013,4,21,1129,1135,-6,1454,1447,7,DL,1552,N370NB,LGA,RSW,167,1080,11,35,2013-04-21T15:00:00Z
2013,4,21,1855,1900,-5,2020,2043,-23,DL,975,N370NB,LGA,PIT,59,335,19,0,2013-04-21T23:00:00Z
2013,4,22,924,900,24,1333,1216,77,DL,515,N370NB,LGA,MIA,174,1096,9,0,2013-04-22T13:00:00Z
2013,4,22,1853,1900,-7,2051,2043,8,DL,975,N370NB,LGA,PIT,59,335,19,0,2013-04-22T23:00:00Z
2013,4,23,855,900,-5,1207,1216,-9,DL,515,N370NB,LGA,MIA,142,1096,9,0,2013-04-23T13:00:00Z
2013,4,24,1552,1548,4,1833,1820,13,DL,1705,N370NB,LGA,MSY,171,1183,15,48,2013-04-24T19:00:00Z
2013,4,25,1746,1730,16,1943,1919,24,US,449,N652AW,EWR,CLT,78,529,17,30,2013-04-25T21:00:00Z
2013,4,26,555,600,-5,646,701,-15,US,2114,N703UW,LGA,BOS,33,184,6,0,2013-04-26T10:00:00Z
2013,4,26,1240,1250,-10,1615,1540,35,AA,745,N3FAAA,LGA,DFW,208,1389,12,50,2013-04-26T16:00:00Z
2013,4,27,749,759,-10,1035,1109,-34,AA,2267,N3FAAA,LGA,MIA,144,1096,7,59,2013-04-27T11:00:00Z
2013,4,27,806,815,-9,954,1010,-16,US,675,N652AW,EWR,CLT,79,529,8,15,2013-04-27T12:00:00Z
2013,4,27,1340,1350,-10,1525,1607,-42,US,186,N652AW,EWR,PHX,268,2133,13,50,2013-04-27T17:00:00Z
2013,4,27,1554,1600,-6,1904,1925,-21,AA,1467,N3FAAA,LGA,MIA,147,1096,16,0,2013-04-27T20:00:00Z
2013,4,28,555,600,-5,835,850,-15,AA,707,N3FAAA,LGA,DFW,196,1389,6,0,2013-04-28T10:00:00Z
2013,4,28,627,630,-3,856,852,4,DL,575,N370NB,EWR,ATL,114,746,6,30,2013-04-28T10:00:00Z
2013,4,28,1351,1400,-9,1522,1513,9,US,2177,N703UW,LGA,DCA,43,214,14,0,2013-04-28T18:00:00Z
2013,4,28,1646,1630,16,1822,1851,-29,US,140,N652AW,EWR,PHX,257,2133,16,30,2013-04-28T20:00:00Z
2013,4,28,1753,1800,-7,1900,1915,-15,US,2185,N703UW,LGA,DCA,42,214,18,0,2013-04-28T22:00:00Z
2013,4,29,555,600,-5,651,701,-10,US,2114,N703UW,LGA,BOS,39,184,6,0,2013-04-29T10:00:00Z
2013,4,29,855,900,-5,1118,1127,-9,DL,485,N370NB,EWR,ATL,115,746,9,0,2013-04-29T13:00:00Z
2013,4,29,1732,1729,3,2006,2022,-16,UA,205,N438UA,EWR,IAH,184,1400,17,29,2013-04-29T21:00:00Z
2013,5,2,1139,1145,-6,1351,1400,-9,DL,401,N370NB,EWR,ATL,110,746,11,45,2013-05-02T15:00:00Z
2013,5,2,1810,1815,-5,2028,2043,-15,DL,926,N370NB,EWR,ATL,110,746,18,15,2013-05-02T22:00:00Z
2013,5,3,1057,1059,-2,1333,1340,-7,UA,259,N438UA,EWR,IAH,185,1400,10,59,2013-05-03T14:00:00Z
2013,5,6,1152,1200,-8,1324,1338,-14,UA,619,N438UA,LGA,ORD,104,733,12,0,2013-05-06T16:00:00Z
2013,5,8,2116,1930,106,2237,2117,80,DL,975,N370NB,LGA,PIT,52,335,19,30,2013-05-08T23:00:00Z
2013,5,9,856,900,-4,1220,1219,1,DL,923,N370NB,LGA,MIA,147,1096,9,0,2013-05-09T13:00:00Z
2013,5,9,1702,1645,17,1853,1851,2,DL,1473,N370NB,LGA,MEM,133,963,16,45,2013-05-09T20:00:00Z
2013,5,12,1545,1545,0,1802,1802,0,DL,1942,N370NB,EWR,ATL,113,746,15,45,2013-05-12T19:00:00Z
2013,5,12,1731,1735,-4,1924,1924,0,US,449,N652AW,EWR,CLT,95,529,17,35,2013-05-12T21:00:00Z
2013,5,13,1858,1905,-7,2049,2144,-55,DL,2457,N370NB,JFK,MSY,151,1182,19,5,2013-05-13T23:00:00Z
2013,5,14,1554,1555,-1,1758,1813,-15,DL,95,N370NB,JFK,DTW,89,509,15,55,2013-05-14T19:00:00Z
2013,5,15,555,600,-5,738,755,-17,EV,5592,N398CA,LGA,MEM,136,963,6,0,2013-05-15T10:00:00Z
2013,5,15,824,807,17,1057,1100,-3,UA,465,N438UA,EWR,DFW,193,1372,8,7,2013-05-15T12:00:00Z
2013,5,15,1436,1445,-9,1623,1651,-28,DL,1231,N370NB,LGA,DTW,78,502,14,45,2013-05-15T18:00:00Z
2013,5,15,1725,1725,0,2008,2040,-32,AA,145,N3FAAA,JFK,SAN,319,2446,17,25,2013-05-15T21:00:00Z
2013,5,15,1744,1728,16,2051,2055,-4,UA,318,N438UA,EWR,SAT,223,1569,17,28,2013-05-15T21:00:00Z
2013,5,15,1806,1735,31,1943,1924,19,US,449,N652AW,EWR,CLT,76,529,17,35,2013-05-15T21:00:00Z
2013,5,16,1006,1015,-9,1157,1212,-15,US,1427,N703UW,JFK,CLT,80,541,10,15,2013-05-16T14:00:00Z
2013,5,16,1726,1725,1,2027,2020,7,AA,1901,N3FAAA,JFK,IAH,204,1417,17,25,2013-05-16T21:00:00Z
2013,5,17,1935,1925,10,2116,2105,11,WN,3135,N259WN,LGA,MKE,114,738,19,25,2013-05-17T23:00:00Z
2013,5,17,1955,1929,26,2206,2155,11,EV,5181,N398CA,EWR,ATL,101,746,19,29,2013-05-17T23:00:00Z
2013,5,18,1625,1630,-5,1829,1856,-27,DL,1715,N370NB,LGA,MSY,155,1183,16,30,2013-05-18T20:00:00Z
2013,5,19,1714,1700,14,2039,2011,28,DL,706,N370NB,JFK,AUS,200,1521,17,0,2013-05-19T21:00:00Z
2013,5,19,NA,1915,NA,NA,2112,NA,EV,5168,N398CA,LGA,GSO,NA,461,19,15,2013-05-19T23:00:00Z
2013,5,19,NA,1100,NA,NA,1303,NA,EV,5596,N398CA,LGA,MEM,NA,963,11,0,2013-05-19T15:00:00Z
2013,5,20,954,900,54,1108,1042,26,EV,5025,N398CA,LGA,BTV,45,258,9,0,2013-05-20T13:00:00Z
2013,5,20,1334,1320,14,1527,1524,3,EV,5148,N398CA,LGA,CVG,88,585,13,20,2013-05-20T17:00:00Z
2013,5,20,1358,1359,-1,1605,1631,-26,DL,2043,N370NB,JFK,ATL,108,760,13,59,2013-05-20T17:00:00Z
2013,5,20,1855,1855,0,2029,2041,-12,EV,5562,N398CA,LGA,BGR,54,378,18,55,2013-05-20T22:00:00Z
2013,5,21,1625,1530,55,1802,1732,30,US,1899,N703UW,LGA,CLT,72,544,15,30,2013-05-21T19:00:00Z
2013,5,23,857,900,-3,1059,1042,17,EV,5025,N398CA,LGA,BTV,44,258,9,0,2013-05-23T13:00:00Z
2013,5,23,1755,1320,275,2137,1524,373,EV,5148,N398CA,LGA,CVG,96,585,13,20,2013-05-23T17:00:00Z
2013,5,24,946,930,16,1242,1240,2,WN,972,N259WN,EWR,AUS,203,1504,9,30,2013-05-24T13:00:00Z
2013,5,24,1716,1610,66,1833,1749,44,EV,4974,N398CA,LGA,BNA,102,764,16,10,2013-05-24T20:00:00Z
2013,5,24,2307,2225,42,11,2337,34,EV,5215,N398CA,LGA,SYR,38,198,22,25,2013-05-25T02:00:00Z
2013,5,25,612,615,-3,853,915,-22,AA,1895,N3FAAA,EWR,MIA,134,1085,6,15,2013-05-25T10:00:00Z
2013,5,25,925,930,-5,1105,1123,-18,EV,4882,N398CA,LGA,RDU,61,431,9,30,2013-05-25T13:00:00Z
2013,5,25,1143,1145,-2,1342,1400,-18,DL,401,N370NB,EWR,ATL,102,746,11,45,2013-05-25T15:00:00Z
2013,5,26,1757,1735,22,1923,1928,-5,US,449,N652AW,EWR,CLT,72,529,17,35,2013-05-26T21:00:00Z
2013,5,27,1357,1355,2,1631,1643,-12,UA,523,N438UA,EWR,PBI,138,1023,13,55,2013-05-27T17:00:00Z
2013,5,27,1639,1645,-6,1848,1850,-2,US,681,N652AW,EWR,PHX,288,2133,16,45,2013-05-27T20:00:00Z
2013,5,27,2100,1925,95,2339,2252,47,UA,781,N438UA,EWR,SAT,197,1569,19,25,2013-05-27T23:00:00Z
2013,5,29,709,710,-1,1005,1029,-24,UA,571,N438UA,EWR,SNA,323,2434,7,10,2013-05-29T11:00:00Z
2013,5,31,757,759,-2,922,931,-9,UA,279,N438UA,EWR,ORD,105,719,7,59,2013-05-31T11:00:00Z
2013,6,2,1235,1240,-5,1425,1434,-9,EV,5067,N398CA,EWR,DTW,86,488,12,40,2013-06-02T16:00:00Z
2013,6,3,1027,615,252,1215,818,237,EV,4901,N398CA,EWR,MSP,148,1008,6,15,2013-06-03T10:00:00Z
2013,6,3,1921,1610,191,2039,1749,170,EV,4974,N398CA,LGA,BNA,112,764,16,10,2013-06-03T20:00:00Z
2013,6,3,2317,2121,116,137,2359,98,UA,527,N438UA,EWR,IAH,183,1400,21,21,2013-06-04T01:00:00Z
2013,6,4,1518,1500,18,1753,1722,31,EV,4971,N398CA,LGA,CHS,92,641,15,0,2013-06-04T19:00:00Z
2013,6,4,1724,1729,-5,2023,2044,-21,AA,1999,N3FAAA,EWR,MIA,155,1085,17,29,2013-06-04T21:00:00Z
2013,6,4,1913,1905,8,2109,2144,-35,DL,2457,N370NB,JFK,MSY,152,1182,19,5,2013-06-04T23:00:00Z
2013,6,4,2046,2050,-4,2204,2229,-25,EV,5057,N398CA,LGA,RIC,46,292,20,50,2013-06-05T00:00:00Z
2013,6,4,NA,759,NA,NA,1020,NA,EV,4991,N398CA,LGA,MCI,NA,1107,7,59,2013-06-04T11:00:00Z
2013,6,5,1611,1610,1,1731,1749,-18,EV,4974,N398CA,LGA,BNA,105,764,16,10,2013-06-05T20:00:00Z
2013,6,5,2232,2225,7,2338,2337,1,EV,5215,N398CA,LGA,SYR,38,198,22,25,2013-06-06T02:00:00Z
2013,6,6,759,759,0,1007,1020,-13,EV,4991,N398CA,LGA,MCI,165,1107,7,59,2013-06-06T11:00:00Z
2013,6,6,1601,1607,-6,1741,1758,-17,EV,5486,N398CA,LGA,PIT,59,335,16,7,2013-06-06T20:00:00Z
2013,6,10,652,700,-8,836,807,29,US,2163,N703UW,LGA,DCA,71,214,7,0,2013-06-10T11:00:00Z
2013,6,10,1111,1100,11,1237,1213,24,US,2171,N703UW,LGA,DCA,46,214,11,0,2013-06-10T15:00:00Z
2013,6,10,1616,1600,16,1833,1721,72,US,2181,N703UW,LGA,DCA,49,214,16,0,2013-06-10T20:00:00Z
2013,6,10,2106,2000,66,2217,2116,61,US,2189,N703UW,LGA,DCA,45,214,20,0,2013-06-11T00:00:00Z
2013,6,14,1650,1655,-5,1914,1900,14,US,681,N652AW,EWR,PHX,280,2133,16,55,2013-06-14T20:00:00Z
2013,6,15,1626,1635,-9,1810,1830,-20,OO,4528,N913EV,EWR,DTW,81,488,16,35,2013-06-15T20:00:00Z
2013,6,15,1707,1710,-3,1942,2005,-23,AA,257,N5ELAA,JFK,LAS,308,2248,17,10,2013-06-15T21:00:00Z
